Название,Время отклика,Порты USB 3.1 (Type-C),Графический,Тип матрицы,Веб-камера,Диагональ экрана,Гарантия,Рейтинг,Порты USB 3.0 (Type-C),Количество ядер,Процессор,Количество отзывов,Подсветка клавиш,Выходная мощность адаптера питания,Емкость,Сенсорный,Максимальное число потоков,Соотношение сторон,Тип вилки,Яркость,Количество ячеек,Частота обновления,Операционная система,Объем оперативной памяти,Вес,Цена,Для геймеров,Количество высокопроизводительных ядер,Порты USB 3.2 (Type-C),Количество слотов оперативной
ноутбук huawei matebook 14 klvd-wfh9a space gray (53013hcf),0.0,0.0,72,2,1,6,12,5.0,1.0,4.0,57,0.0,0.0,0,56.0,1.0,8.0,4,4,0.0,0.0,60.0,9,16.0,1.49,74999,0.0,0.0,0.0,0.0
ноутбук haier u1550sm,0.0,0.0,91,2,1,13,12,5.0,1.0,2.0,18,0.0,1.0,0,5000.0,0.0,0.0,0,4,0.0,0.0,60.0,9,4.0,1.65,27999,0.0,0.0,0.0,0.0
игровой ноутбук thunderobot 911 mr max (jt009ze07ru),0.0,0.0,36,5,0,13,12,5.0,0.0,8.0,137,0.0,1.0,0,3275.0,0.0,0.0,0,4,0.0,0.0,144.0,9,16.0,2.2,119999,1.0,0.0,1.0,2.0
ноутбук irbis nb287,0.0,0.0,56,8,1,13,12,5.0,0.0,4.0,111,0.0,0.0,0,4500.0,0.0,0.0,0,4,0.0,0.0,60.0,9,4.0,1.57,18999,0.0,0.0,0.0,0.0
игровой ноутбук thunderobot 911 plus pro sd (jt0095e09ru),0.0,0.0,32,2,0,18,12,5.0,0.0,6.0,58,0.0,1.0,0,4550.0,0.0,12.0,0,4,0.0,0.0,144.0,10,8.0,2.5,79999,1.0,0.0,1.0,2.0
ноутбук lenovo ideapad 1 15ada7 (82r10052rk),0.0,0.0,77,2,1,13,12,5.0,0.0,2.0,117,0.0,0.0,0,0.0,0.0,4.0,0,4,0.0,0.0,0.0,10,8.0,1.6,34999,0.0,0.0,1.0,0.0
игровой ноутбук msi gf63 thin 11uc (9s7-16r612-1062),0.0,0.0,25,2,1,13,12,5.0,0.0,6.0,58,0.0,1.0,0,0.0,0.0,12.0,0,5,0.0,0.0,0.0,9,8.0,1.9,79999,1.0,0.0,1.0,2.0
ноутбук asus vivobook s15 s533ea-dh51-rd,0.0,0.0,72,2,1,13,12,5.0,0.0,4.0,57,0.0,1.0,0,50.0,0.0,0.0,0,0,0.0,0.0,60.0,9,8.0,1.8,55999,0.0,0.0,0.0,1.0
игровой ноутбук asus tuf dash f15 fx517zm-hn157,0.0,0.0,31,2,1,13,12,5.0,0.0,10.0,92,0.0,0.0,0,76.0,0.0,16.0,0,0,0.0,4.0,144.0,10,16.0,2.0,99999,1.0,0.0,1.0,2.0
ноутбук digma eve 14 c415,0.0,0.0,64,2,0,6,12,5.0,0.0,2.0,17,0.0,0.0,0,5000.0,0.0,0.0,0,4,0.0,0.0,60.0,9,4.0,1.29,15999,0.0,0.0,0.0,0.0
ноутбук lenovo v15 g2 alc 82kd004kus,0.0,0.0,77,8,0,13,12,5.0,0.0,6.0,125,0.0,0.0,0,0.0,0.0,12.0,0,1,250.0,0.0,0.0,9,8.0,1.7,39999,0.0,0.0,1.0,0.0
ноутбук apple macbook pro 14 m2 pro 10 core/16 core/16gb/512gb space gray (mphe3),0.0,0.0,15,5,1,8,12,5.0,0.0,10.0,9,0.0,1.0,0,70.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,1.6,219999,0.0,16.0,0.0,0.0
ноутбук honor magicbook x 14 8/512gb space gray (ndr-wdh),0.0,0.0,72,2,1,6,12,5.0,2.0,4.0,57,0.0,1.0,0,0.0,0.0,8.0,0,0,0.0,0.0,60.0,9,8.0,1.38,51999,0.0,0.0,0.0,0.0
ноутбук honor magicbook x 14 8/256gb space gray (ndr-wdi),0.0,0.0,90,2,1,6,12,5.0,2.0,2.0,31,0.0,1.0,0,0.0,0.0,4.0,0,0,0.0,0.0,60.0,9,8.0,1.38,44999,0.0,0.0,0.0,0.0
ноутбук haier i1500sd,0.0,0.0,53,2,1,13,12,4.0,1.0,2.0,30,0.0,1.0,0,3400.0,0.0,0.0,0,4,0.0,0.0,60.0,10,8.0,1.65,29999,0.0,0.0,0.0,0.0
ноутбук irbis nb268,0.0,0.0,56,2,0,13,12,5.0,0.0,4.0,111,0.0,0.0,0,4000.0,0.0,0.0,0,4,0.0,0.0,60.0,9,4.0,1.57,17999,0.0,0.0,0.0,0.0
игровой ноутбук gigabyte g5 kd-52ee123so,0.0,0.0,31,2,1,13,12,5.0,0.0,6.0,58,0.0,1.0,0,0.0,0.0,0.0,0,4,0.0,0.0,144.0,9,16.0,2.18,89999,1.0,0.0,0.0,2.0
ноутбук digma eve 15 p417 (dn15p3-8cxw01),0.0,0.0,93,2,1,13,12,5.0,0.0,2.0,30,0.0,0.0,0,3600.0,0.0,4.0,0,4,0.0,0.0,60.0,9,8.0,2.5,39999,0.0,0.0,0.0,0.0
ноутбук honor magicbook x 14 16/512gb space gray (fri-f56),0.0,0.0,90,2,1,6,12,5.0,2.0,8.0,62,0.0,1.0,0,0.0,0.0,12.0,0,0,0.0,0.0,60.0,9,16.0,1.34,70999,0.0,0.0,0.0,0.0
игровой ноутбук msi thin gf63 11uc-218xru,0.0,0.0,85,2,1,13,12,5.0,1.0,8.0,88,0.0,1.0,0,4200.0,0.0,0.0,0,0,0.0,0.0,144.0,10,8.0,1.9,72999,1.0,0.0,0.0,2.0
ноутбук lenovo thinkpad e15 gen 4 21e6008uue,0.0,1.0,72,2,1,13,12,5.0,0.0,10.0,60,0.0,0.0,0,0.0,0.0,12.0,0,1,0.0,0.0,0.0,10,8.0,1.7,64999,0.0,0.0,0.0,1.0
ноутбук lenovo ideapad 3 14alc6 82kt00gvus,0.0,0.0,77,2,1,6,12,5.0,0.0,6.0,125,0.0,1.0,0,45.0,0.0,12.0,2,1,300.0,0.0,0.0,9,8.0,1.41,39999,0.0,0.0,1.0,0.0
ноутбук rombica mybook mercury 128 (pclt-0002),0.0,0.0,91,2,1,13,12,5.0,0.0,2.0,18,0.0,0.0,0,5000.0,0.0,2.0,0,0,0.0,0.0,60.0,10,4.0,1.69,19999,0.0,0.0,0.0,0.0
ноутбук vaio ne15v2in069p,0.0,0.0,79,2,1,13,12,5.0,0.0,2.0,116,0.0,0.0,0,0.0,0.0,4.0,0,4,0.0,0.0,0.0,9,8.0,1.59,39999,0.0,0.0,0.0,0.0
ноутбук hp 14-fq1025nr (51n12ua),0.0,0.0,11,2,1,6,12,5.0,0.0,6.0,125,0.0,0.0,0,41.0,0.0,12.0,0,6,250.0,3.0,0.0,9,8.0,1.46,44999,0.0,0.0,1.0,0.0
ноутбук haier ax1750sd (jb0b14000ru),0.0,2.0,76,2,1,18,12,5.0,0.0,6.0,125,0.0,1.0,0,4800.0,0.0,12.0,0,1,0.0,0.0,60.0,5,16.0,1.73,57999,0.0,0.0,0.0,0.0
"ноутбук infinix x2 i5-1155g7 8/512gb ssd 14"" home blue",0.0,0.0,72,2,1,6,12,5.0,2.0,4.0,59,0.0,1.0,0,0.0,0.0,8.0,2,0,0.0,0.0,60.0,9,8.0,1.24,39999,0.0,0.0,0.0,1.0
"ноутбук infinix x2 plus i5-1155g7 8/512gb ssd 15.6"" home grey",0.0,0.0,72,2,1,13,12,5.0,2.0,4.0,59,0.0,1.0,0,0.0,0.0,8.0,2,0,0.0,0.0,60.0,9,8.0,1.65,42999,0.0,0.0,0.0,1.0
ноутбук tecno t1 i3/12gb/256gb/15.6/linux/denim blue,0.0,0.0,90,2,1,13,12,5.0,1.0,2.0,29,0.0,1.0,0,6060.0,0.0,4.0,0,2,350.0,0.0,60.0,6,12.0,1.48,33999,0.0,0.0,0.0,2.0
ноутбук tecno t1 i5/16gb/512gb/15.6/linux space grey,0.0,0.0,90,2,1,13,12,5.0,1.0,4.0,52,0.0,1.0,0,6060.0,0.0,8.0,0,2,350.0,0.0,60.0,6,16.0,1.48,42999,0.0,0.0,0.0,2.0
ноутбук haier a1440sm,0.0,0.0,65,2,1,6,12,5.0,0.0,2.0,19,0.0,0.0,0,5000.0,0.0,0.0,0,0,0.0,0.0,60.0,9,4.0,1.2,19999,0.0,0.0,0.0,0.0
ноутбук digma eve 14 c415 dark grey (es4061ew),0.0,0.0,65,2,1,6,12,5.0,0.0,2.0,18,0.0,0.0,0,5000.0,0.0,0.0,0,4,0.0,0.0,0.0,9,4.0,1.26,17999,0.0,0.0,0.0,0.0
ноутбук lenovo v14 g2 itl 82ka00knus,0.0,0.0,72,2,0,6,12,5.0,0.0,4.0,57,0.0,0.0,0,45.0,0.0,8.0,0,1,300.0,0.0,0.0,9,8.0,1.6,42999,0.0,0.0,1.0,0.0
ноутбук hp 14s-dq2075nia (3b9z5ea),0.0,0.0,72,8,1,6,12,5.0,0.0,4.0,57,0.0,0.0,0,0.0,0.0,8.0,0,2,0.0,0.0,0.0,10,8.0,1.46,37999,0.0,0.0,1.0,0.0
ноутбук vaio ne15v2in067p,0.0,0.0,79,2,1,13,12,5.0,0.0,2.0,116,0.0,0.0,0,0.0,0.0,4.0,0,4,0.0,0.0,0.0,9,8.0,1.59,39999,0.0,0.0,0.0,0.0
ноутбук msi prestige 15 a12sc-220ru,0.0,0.0,16,3,1,13,12,5.0,0.0,12.0,61,0.0,1.0,0,5280.0,0.0,16.0,0,2,0.0,0.0,60.0,9,16.0,1.69,105999,0.0,0.0,0.0,0.0
игровой ноутбук msi titan gt77 12uhs-200ru,0.0,0.0,40,3,1,18,12,5.0,0.0,16.0,102,0.0,1.0,0,6250.0,0.0,24.0,0,2,0.0,0.0,120.0,9,64.0,0.0,379999,1.0,0.0,0.0,4.0
ноутбук huawei matebook 16s i9 13900h/16gb/1t space gray (crefg-x),0.0,0.0,72,2,1,14,12,0.0,0.0,14.0,103,0.0,1.0,0,84.0,1.0,20.0,4,0,300.0,0.0,60.0,9,16.0,1.99,132999,0.0,0.0,1.0,0.0
ноутбук apple macbook air m1 2020 (mgn93),0.0,0.0,12,2,1,4,12,0.0,0.0,8.0,1,0.0,0.0,0,49.9,0.0,0.0,0,0,400.0,0.0,60.0,7,8.0,1.29,109790,0.0,0.0,0.0,0.0
ноутбук f+ flaptop i-series (fltp-5i5-161024-w),0.0,0.0,64,2,1,13,12,4.0,0.0,10.0,60,0.0,1.0,0,6500.0,0.0,12.0,0,0,0.0,0.0,0.0,9,16.0,1.78,55999,0.0,0.0,1.0,1.0
ноутбук lenovo ideapad 3 15igl05 (81wq0082rk),0.0,0.0,92,2,1,13,12,5.0,0.0,4.0,113,0.0,0.0,0,0.0,0.0,4.0,0,0,0.0,0.0,60.0,10,8.0,1.8,27999,0.0,0.0,0.0,1.0
ноутбук haier ax1540sd (jb0b1ae00ru),0.0,2.0,77,2,1,13,12,5.0,0.0,6.0,123,0.0,1.0,0,4800.0,0.0,6.0,0,0,0.0,0.0,60.0,10,16.0,1.73,47999,0.0,0.0,0.0,0.0
ноутбук chuwi gemibook xpro 14.1/n100/8gb/256gb iron gray (000590),0.0,0.0,90,2,1,7,12,0.0,1.0,4.0,107,0.0,1.0,0,5000.0,0.0,4.0,2,0,0.0,0.0,60.0,9,8.0,1.46,24990,0.0,0.0,0.0,0.0
ноутбук msi 11uc-225xru,0.0,0.0,25,2,1,13,12,5.0,0.0,8.0,88,0.0,1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,144.0,10,16.0,1.86,86899,1.0,0.0,1.0,0.0
игровой ноутбук thunderobot 911 plus g3 pro 7 (jt009s00bru),0.0,0.0,43,0,1,18,12,5.0,0.0,14.0,96,0.0,1.0,0,0.0,0.0,20.0,0,0,0.0,0.0,144.0,9,16.0,2.5,139999,1.0,0.0,1.0,2.0
ноутбук msi gf63 thin 11uc (9s7-16r612-1062),0.0,0.0,28,2,1,13,12,5.0,0.0,6.0,58,0.0,1.0,0,0.0,0.0,0.0,0,5,0.0,0.0,0.0,9,8.0,1.9,99999,0.0,0.0,1.0,2.0
ноутбук lenovo ideapad s300 series ip 3 14itl6 core_i5-1155g7,0.0,0.0,72,8,1,6,12,5.0,0.0,4.0,59,0.0,1.0,0,38.0,0.0,8.0,2,1,0.0,0.0,0.0,10,8.0,1.5,39999,0.0,0.0,0.0,0.0
ноутбук lenovo thinkpad l14 gen 2 20x1006fus,0.0,0.0,72,2,0,6,12,5.0,0.0,4.0,57,0.0,0.0,0,0.0,0.0,8.0,0,1,0.0,0.0,0.0,9,8.0,1.59,79999,0.0,0.0,1.0,0.0
игровой ноутбук lyambda llt156m01djns_bk,0.0,0.0,87,6,1,13,12,5.0,1.0,14.0,101,0.0,1.0,0,0.0,0.0,12.0,0,0,0.0,0.0,60.0,10,32.0,0.0,169999,1.0,0.0,1.0,2.0
игровой ноутбук lyambda llt173p01bfmr_bk,0.0,0.0,25,2,1,18,12,5.0,1.0,12.0,63,0.0,1.0,0,0.0,0.0,16.0,0,0,0.0,0.0,60.0,10,16.0,2.52,79999,1.0,0.0,1.0,2.0
игровой ноутбук lenovo ideapad gaming 3 15ihu6 (82k1015eus),0.0,0.0,25,2,1,13,12,4.0,0.0,4.0,55,0.0,1.0,0,45.0,0.0,8.0,0,1,250.0,3.0,120.0,9,8.0,0.0,69999,1.0,0.0,1.0,2.0
ноутбук irbis 14nbc0002,0.0,0.0,83,2,1,6,12,5.0,1.0,4.0,122,0.0,1.0,0,5000.0,0.0,8.0,2,4,0.0,0.0,0.0,9,16.0,1.44,39999,0.0,0.0,0.0,0.0
ноутбук lenovo ideapad 1 15ada7 (82r10055rk),0.0,0.0,77,2,1,13,12,5.0,0.0,2.0,117,0.0,0.0,0,0.0,0.0,4.0,0,4,0.0,0.0,0.0,9,8.0,1.6,39999,0.0,0.0,1.0,0.0
ноутбук apple macbook pro 16 m2 pro 12 core/19 core/16gb/1tb space gray (mnw93),0.0,0.0,15,5,1,16,12,5.0,0.0,12.0,9,0.0,1.0,0,100.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,2.15,299999,0.0,19.0,0.0,0.0
игровой ноутбук msi gf63 thin 11uc-255xru,0.0,0.0,29,2,1,13,12,5.0,0.0,6.0,58,0.0,1.0,0,0.0,0.0,12.0,0,0,0.0,0.0,144.0,10,8.0,1.86,62999,1.0,0.0,1.0,0.0
ноутбук huawei matebook x pro i7 1360p/16/1t space gray (mrgfg-x),0.0,0.0,72,5,1,8,12,5.0,0.0,12.0,95,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0,0.0,90.0,9,16.0,1.38,146999,0.0,0.0,2.0,0.0
ноутбук echips like nq152g,0.0,0.0,58,8,1,13,12,0.0,0.0,4.0,14,0.0,0.0,0,4500.0,0.0,0.0,0,0,0.0,0.0,60.0,9,4.0,1.9,20990,0.0,0.0,0.0,1.0
ноутбук apple macbook air (mgnd3),0.0,0.0,12,2,0,4,12,0.0,0.0,8.0,1,0.0,1.0,0,49.9,0.0,0.0,0,0,400.0,0.0,60.0,7,8.0,1.29,109790,0.0,7.0,0.0,0.0
"ноутбук apple macbook pro 14"" m1 pro 10c 2021 (mkgp3)",0.0,0.0,13,2,1,8,12,0.0,0.0,10.0,4,0.0,0.0,0,70.0,0.0,0.0,0,0,1000.0,0.0,60.0,7,16.0,1.61,210690,0.0,0.0,0.0,0.0
"ноутбук apple macbook pro 14"" m1 pro 10c 2021 (mkgp3)",0.0,0.0,13,2,1,8,12,0.0,0.0,10.0,4,0.0,0.0,0,70.0,0.0,0.0,0,0,1000.0,0.0,60.0,7,16.0,1.61,210690,0.0,0.0,0.0,0.0
ноутбук echips envy14g-rh-240,0.0,0.0,65,2,1,13,12,0.0,0.0,4.0,15,0.0,0.0,0,4500.0,0.0,4.0,0,0,0.0,0.0,60.0,9,8.0,1.9,26190,0.0,0.0,0.0,0.0
ноутбук chuwi corebook 14'' intel i5-1035g4,0.0,0.0,90,2,1,6,12,0.0,1.0,4.0,53,0.0,1.0,0,4000.0,0.0,8.0,0,0,0.0,0.0,60.0,9,8.0,1.5,34990,0.0,0.0,0.0,0.0
ноутбук chuwi corebook xpro i5-10210u 16/512gb,0.0,0.0,90,2,1,13,12,0.0,0.0,4.0,51,0.0,1.0,0,6060.0,0.0,8.0,0,0,0.0,0.0,60.0,9,16.0,1.78,45590,0.0,0.0,0.0,0.0
ноутбук chuwi corebook x 14 i3-10110u 8/512gb,0.0,0.0,90,2,1,6,12,0.0,1.0,2.0,30,0.0,1.0,0,4000.0,0.0,4.0,0,0,0.0,0.0,60.0,9,8.0,1.5,34390,0.0,0.0,0.0,0.0
ноутбук gigabyte g5 mf (mf-e2kz333sd),0.0,0.0,41,2,1,13,12,5.0,0.0,12.0,63,0.0,1.0,0,54.0,0.0,16.0,0,0,0.0,0.0,144.0,10,8.0,0.0,89999,1.0,0.0,2.0,2.0
игровой ноутбук thunderobot 911 x wild hunter g3 xd (jt009p00bru),0.0,0.0,41,2,1,13,12,5.0,0.0,12.0,64,0.0,1.0,0,0.0,0.0,16.0,0,0,0.0,0.0,165.0,5,16.0,2.3,99999,1.0,0.0,1.0,2.0
игровой ноутбук thunderobot 911 plus g3 pro (jt009r00bru),0.0,0.0,43,0,1,18,12,5.0,0.0,12.0,64,0.0,1.0,0,0.0,0.0,16.0,0,0,0.0,0.0,144.0,9,16.0,2.5,129999,1.0,0.0,1.0,2.0
игровой ноутбук msi prestige 15 (a12uc-224ru),0.0,0.0,25,2,1,13,24,5.0,0.0,12.0,61,0.0,1.0,0,82.0,0.0,16.0,0,0,0.0,4.0,60.0,9,16.0,1.69,109999,1.0,0.0,2.0,0.0
игровой ноутбук msi gf63 11uc-216ru,0.0,0.0,25,2,1,13,12,0.0,0.0,8.0,88,0.0,1.0,0,51.0,0.0,16.0,0,0,0.0,3.0,144.0,9,8.0,0.0,79999,1.0,0.0,1.0,2.0
ноутбук lenovo ip3/15-1135g7/ 1t/8g/ux350 2g/a/gy,0.0,0.0,20,8,1,13,12,5.0,0.0,4.0,57,0.0,0.0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,10,8.0,1.65,39999,0.0,0.0,0.0,1.0
ноутбук rombica mybook mercury 256 (pclt-0003),0.0,0.0,92,2,1,13,12,5.0,0.0,4.0,112,0.0,0.0,0,5000.0,0.0,4.0,0,0,0.0,0.0,60.0,10,8.0,1.7,25999,0.0,0.0,0.0,0.0
игровой ноутбук lyambda llt173m01cjmr_bk,0.0,0.0,37,2,1,18,12,5.0,1.0,14.0,93,0.0,1.0,0,0.0,0.0,20.0,0,0,0.0,0.0,144.0,10,16.0,2.82,139999,1.0,0.0,1.0,2.0
ноутбук acer swift 3 sf314-43 (nx.ab1er.00d),0.0,1.0,77,2,1,6,12,5.0,0.0,6.0,125,0.0,1.0,0,0.0,0.0,0.0,0,4,0.0,0.0,60.0,9,8.0,1.2,61999,0.0,0.0,0.0,0.0
ноутбук asus m6500qh-hn038,0.0,0.0,16,2,1,13,12,5.0,0.0,6.0,126,0.0,1.0,0,50.0,0.0,12.0,2,0,250.0,3.0,144.0,10,16.0,1.8,67999,0.0,0.0,1.0,0.0
ноутбук asus rog strix g18 g814ji-n6062,3.0,0.0,46,5,1,19,12,5.0,0.0,24.0,106,0.0,1.0,0,90.0,0.0,32.0,1,0,0.0,4.0,240.0,10,16.0,3.0,224999,0.0,0.0,1.0,2.0
ноутбук lenovo v15 g2 alc (82kd00ddcd),0.0,0.0,77,2,1,13,12,5.0,1.0,4.0,118,0.0,0.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,9,8.0,1.7,39999,0.0,0.0,0.0,1.0
ноутбук huawei matebook 16s i7 13700h/16/1t space gray (crefg-x),0.0,0.0,72,2,1,14,12,5.0,0.0,14.0,96,0.0,1.0,0,84.0,1.0,20.0,4,0,300.0,0.0,60.0,9,16.0,1.99,122999,0.0,0.0,1.0,0.0
ноутбук huawei matebook x pro i7 1360p/16/1t white (mrgfg-x),0.0,0.0,72,5,1,8,12,5.0,0.0,12.0,95,0.0,1.0,0,0.0,1.0,0.0,0,0,0.0,0.0,90.0,9,16.0,1.26,159999,0.0,0.0,2.0,0.0
ноутбук apple macbook pro 14 (mkgp3),0.0,0.0,13,5,0,8,12,0.0,0.0,8.0,4,0.0,1.0,0,70.0,0.0,0.0,0,0,1600.0,0.0,120.0,7,16.0,1.61,210690,0.0,14.0,0.0,0.0
ноутбук apple macbook air m1 2020 (mgn63),0.0,0.0,12,2,1,4,12,0.0,0.0,8.0,1,0.0,0.0,0,49.9,0.0,0.0,0,0,400.0,0.0,60.0,7,8.0,1.29,109790,0.0,0.0,0.0,0.0
ноутбук apple macbook pro m2 2022 (mneq3),0.0,0.0,14,2,1,4,12,0.0,0.0,8.0,7,0.0,0.0,0,58.2,0.0,0.0,0,0,500.0,0.0,60.0,7,8.0,1.4,182490,0.0,0.0,0.0,0.0
ноутбук chuwi corebook xpro (999922),0.0,0.0,90,2,1,13,12,0.0,0.0,4.0,51,0.0,1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,60.0,9,16.0,1.78,46490,0.0,0.0,1.0,2.0
ноутбук hasee t8-da9nt,0.0,0.0,31,2,1,14,12,0.0,0.0,14.0,101,0.0,1.0,0,3410.0,0.0,20.0,0,0,0.0,0.0,165.0,5,16.0,2.15,116190,0.0,0.0,1.0,2.0
ноутбук lenovo ideapad 3 15igl05 (81wq00jbrk),0.0,0.0,92,2,1,13,12,5.0,0.0,4.0,113,0.0,0.0,0,0.0,0.0,4.0,0,0,0.0,0.0,60.0,10,8.0,1.8,29999,0.0,0.0,0.0,1.0
"ноутбук infinix inbook x2 14""/i5-1155g7/8gb/512gb ssd/home grey",0.0,0.0,72,2,1,6,12,5.0,0.0,4.0,59,0.0,1.0,0,0.0,0.0,8.0,0,0,0.0,0.0,60.0,9,8.0,1.24,39999,0.0,0.0,0.0,0.0
ноутбук chuwi corebook x 14 i3-1215u 8+256gb,0.0,0.0,90,2,1,6,12,0.0,0.0,6.0,32,0.0,1.0,0,46.2,0.0,8.0,4,0,0.0,0.0,60.0,9,8.0,1.36,36490,0.0,0.0,1.0,0.0
ноутбук chuwi minibook x 10.51/n5100/12gb/512gb iron gray (000591),0.0,0.0,90,2,1,2,12,0.0,1.0,4.0,22,0.0,1.0,0,3800.0,0.0,4.0,0,0,0.0,0.0,60.0,9,12.0,0.918,35990,0.0,0.0,0.0,0.0
ноутбук tecno t1 i3/12gb/256gb/15.6/linux space grey,0.0,0.0,90,2,1,13,12,5.0,1.0,2.0,29,0.0,1.0,0,6060.0,0.0,4.0,0,2,350.0,0.0,60.0,6,12.0,1.48,33999,0.0,0.0,0.0,2.0
ноутбук thunderobot thunderbook 16 (jt009fe09ru),0.0,0.0,1,0,1,14,12,5.0,0.0,8.0,62,0.0,1.0,0,70.0,0.0,12.0,1,0,0.0,0.0,120.0,9,16.0,1.75,79999,0.0,0.0,2.0,2.0
ноутбук thunderobot thunderbook 14 (jt009be09ru),0.0,0.0,72,2,1,6,12,5.0,0.0,12.0,63,0.0,1.0,0,0.0,0.0,16.0,0,0,0.0,0.0,90.0,9,16.0,1.42,79999,0.0,0.0,0.0,0.0
игровой ноутбук thunderobot zero g3 radiant (jt009j00bru),0.0,0.0,48,2,1,14,12,5.0,0.0,24.0,104,0.0,1.0,0,0.0,0.0,32.0,0,0,0.0,0.0,120.0,9,64.0,2.58,349999,1.0,0.0,0.0,2.0
игровой ноутбук thunderobot zero g3 max (jt009k00bru),0.0,0.0,45,2,1,14,12,5.0,0.0,16.0,97,0.0,1.0,0,0.0,0.0,24.0,0,0,0.0,0.0,240.0,9,16.0,2.58,199999,1.0,0.0,0.0,2.0
ноутбук honor magicbook x 14 8/512gb space gray (fri-f58),0.0,0.0,90,2,1,6,12,5.0,2.0,8.0,62,0.0,1.0,0,0.0,0.0,12.0,0,0,0.0,0.0,60.0,9,8.0,1.34,63999,0.0,0.0,0.0,0.0
ноутбук apple macbook pro 14 m1 pro/16/1tb silver (mkgt3),0.0,0.0,13,2,1,8,12,0.0,0.0,10.0,4,0.0,1.0,0,0.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,1.61,239290,0.0,16.0,0.0,0.0
игровой ноутбук machenike l15 (l15-i712700h3050ti4gf144lsmd0r),0.0,0.0,26,2,1,13,12,0.0,0.0,14.0,93,0.0,1.0,0,53.35,0.0,20.0,0,0,0.0,0.0,144.0,5,16.0,0.0,85999,1.0,0.0,1.0,1.0
ноутбук rombica mybook discovery (pclt-0001),0.0,1.0,71,2,1,13,12,5.0,0.0,4.0,65,0.0,0.0,0,4000.0,0.0,8.0,0,0,0.0,0.0,60.0,10,8.0,1.7,35999,0.0,0.0,0.0,0.0
игровой ноутбук lyambda llt173p01bgmr_bk,0.0,0.0,26,2,1,18,12,5.0,1.0,12.0,63,0.0,1.0,0,0.0,0.0,16.0,0,0,0.0,0.0,60.0,10,16.0,2.52,79999,1.0,0.0,1.0,2.0
ноутбук hp probook 450 g9 (5y3t2ea),0.0,0.0,72,8,1,13,12,5.0,1.0,10.0,90,0.0,0.0,0,0.0,0.0,12.0,0,2,0.0,0.0,0.0,10,8.0,1.74,74999,0.0,0.0,0.0,0.0
ноутбук msi creator z17 a12ugst-255ru,0.0,0.0,37,3,1,17,12,5.0,0.0,14.0,101,0.0,1.0,0,5700.0,1.0,20.0,1,2,0.0,0.0,165.0,9,32.0,2.49,269999,0.0,0.0,0.0,2.0
ноутбук haier s15d (jb0b11e00ru),0.0,0.0,72,2,1,13,12,5.0,0.0,4.0,57,0.0,1.0,0,3175.0,0.0,8.0,0,4,0.0,0.0,60.0,10,8.0,1.59,54999,0.0,0.0,1.0,2.0
ноутбук apple macbook pro 14 m2 pro 12 core/19 core/16gb/1tb silver (mphj3),0.0,0.0,15,5,1,8,12,0.0,0.0,12.0,9,0.0,1.0,0,70.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,1.6,279999,0.0,19.0,0.0,0.0
ноутбук apple macbook pro 16 m2 pro 12 core/19 core/16gb/512gb space gray (mnw83),0.0,0.0,15,5,1,16,12,5.0,0.0,12.0,9,0.0,1.0,0,100.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,2.15,259999,0.0,19.0,0.0,0.0
ноутбук apple macbook pro 16 m2 pro 12 core/19 core/16gb/1tb silver (mnwd3),0.0,0.0,15,5,1,16,12,5.0,0.0,12.0,9,0.0,1.0,0,100.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,2.15,299999,0.0,19.0,0.0,0.0
ноутбук msi titan gt77hx 13vi-206ru,0.0,0.0,48,3,1,18,12,5.0,0.0,24.0,106,0.0,1.0,0,0.0,0.0,32.0,0,0,0.0,0.0,0.0,9,64.0,3.3,519999,0.0,0.0,0.0,0.0
ноутбук msi raider ge78 hx 13vi-206ru,0.0,0.0,48,3,1,17,12,5.0,0.0,24.0,106,0.0,1.0,0,0.0,0.0,32.0,0,0,0.0,0.0,0.0,9,64.0,3.1,429999,0.0,0.0,2.0,2.0
ноутбук msi raider ge78 hx 13vh-205ru,0.0,0.0,47,3,1,17,12,0.0,0.0,24.0,105,0.0,1.0,0,0.0,0.0,32.0,0,0,0.0,0.0,0.0,9,64.0,3.1,364999,0.0,0.0,2.0,2.0
ноутбук asus um425qa-ki190w,0.0,0.0,74,5,0,0,12,5.0,0.0,6.0,108,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,60.0,0,8.0,1.3,64999,0.0,0.0,2.0,0.0
ноутбук samsung galaxy book 3 pro (np940xfg-kc5in),0.0,0.0,84,1,1,6,12,5.0,0.0,12.0,95,0.0,1.0,0,0.0,0.0,16.0,0,0,0.0,0.0,120.0,9,16.0,1.17,203999,0.0,0.0,0.0,0.0
