Название,Цена,Рейтинг,Количество отзывов,Страна,Гарантия,Операционная система,Потребляемая мощность,Диагональ,Технология,Разрешение экрана,Поддержка HDR,Воспроизведение видео через USB,Smart TV,Управление,Таймер выключения,Часы,Защита от детей,Телетекст,Функция TimeShift,Запись телепередач (PVR),Разъем для модуля DVB CAM (слот CI),Стандарт VESA,Смартфон в качестве пульта ДУ,Пульт ДУ,Технология HDMI ARC,Цифровое шумоподавление,Поддерживаемые цифровые стандарты,Тип звуковой системы,Суммарная мощность,Композитный вход,Аудиовход RCA,Компонентный,Аудиовыход RCA,HDMI,Версия HDMI,Вход для ПК,Коаксиальный аудиовыход,Оптический аудиовыход,Оптический аудиовход,Выход для наушников,USB,Количество разъемов USB,Ethernet (LAN),Bluetooth,Wi-Fi,Вход 3.5 мм аудио,Вход 3.5 мм аудио/видео,Выход 3.5 мм аудио,Выход 3.5 мм аудио/видео,Подставка,Высота с подставкой,Ширина с подставкой,Глубина с подставкой,Высота,Ширина,Глубина,Вес с подставкой,Вес без подставки,Цвет,Формат,Цветовая система,Кол-во встроенных динамиков,Мощность,Вес,Тип светодиодной подсветки,Частота обновления,Таймер включения,eARC,Поддерживаемые форматы,Объем встроенной памяти,Акустическая схема,Батарейки для пульта ДУ,Количество ядер процессора,Объемное звучание,Тип матрицы,Угол обзора по вертикали,Угол обзора по горизонтали,Русифицированное меню,Гид по программам,Родительский контроль,Масштабирование,Модель процессора,Яркость,Динамическая контрастность,Время отклика,Количество тюнеров,Чтение карт памяти,Контрастность,Объем оперативной памяти,VGA (D-Sub),Коаксиальный аудиовход,Версия ОС на начало продаж,Любимые каналы,Технологии улучшения изображения,Эквалайзер,Производитель процессора,Автоматическая регулировка громкости,NFC,Композитный выход,Слот для карт памяти,Технологии улучшения звука,Картинка в картинке (PIP),Встроенный DVD-плеер,Встроенный сабвуфер,Мощность сабвуфера,Подсветка Ambilight,Изогнутый экран,Прогрессивная развертка,Изменение формата,Регулировка контрастности,Предустановки изображения,Автоматическая настройка,SCART,Гребенчатый фильтр,Частота процессора,Список программ,Антибликовое покрытие,Дополнительная информация,Поддержка 3D,Количество каналов,Ручная настройка,Встроенное радио
"Ultra HD (4K) LED телевизор 50"" Grundig 50 GHU 7980",49 999 р.,5.0,8.0,Турция,1 год,,59.1 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,Есть,200x100 ,Есть,Есть,,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital,,,,,,3.0,2.1,,,,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,,60 Гц ,,,,,,,,,,,,,,,Есть,,,,,,,,,,,11,,UHD 4K 1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Xiaomi Mi TV A2, Smart TV",30 490 р.,0.0,0.0,Китай,1 год,Android TV,95 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,,,,,Есть,,Есть,,"DVB-C, DVB-C2, DVB-S2, DVB-T2 ",Dolby Audio,24 Вт,Есть,Есть,,,3.0,2.0,,,,,Есть,Есть ,2.0,Есть ,,,,,,,,,,,,,,,,,16:9,,2.0,2 х 12 Вт,,Direct LED,60 Гц ,,,,,,,4.0,,IPS,178 °,178 ° ,,,,Есть,CA55,,,,,,,,,,10,,UHD 4K,,,,,,,"Dolby Audio, DTS-X, DTS Virtual:X Sound",,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Xiaomi Mi TV A2, Smart TV",41 690 р.,0.0,0.0,Китай,1 год,Android TV,130 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,,,,,Есть,,Есть,,"DVB-C, DVB-S2, DVB-T2 ",Dolby Audio,,Есть,Есть,,,3.0,2.0,,,,,Есть,Есть ,2.0,,,,,,,,,,,,,,,,,,16:9,,2.0,2х12 Вт,,Direct LED,60 Гц ,,,,16 ГБ,,,4.0,Есть,VA,178 °,178 ° ,,,,Есть,Quad A55,,,,,,,2 ГБ,,,10,,UHD 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" National NX-32THS120",11 390 р.,0.0,0.0,Россия,1 год,Салют ТВ,50 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,Есть ,Голосом ,,,,,,,Есть,200x200 ,Есть,Есть,,,"DVB-C, DVB-T, DVB-T2 ",,,,,,,2.0,1.4,,Есть,,,Есть,Есть ,1.0,Есть ,Есть,Есть ,,,1.0,,Есть ,46.9 см,,,,,,,,,16:9,,2.0,2 х 5 Вт,,,60 Гц ,,,,8 ГБ,,,,,,176 °,176 ° ,,,,,Cortex A53*4,240 кд/м² ,100000:1,8.5 мс,,,,1 ГБ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" BQ 3201B Black",9 990 р.,0.0,0.0,Россия,1 год,,65 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,,,Есть,,,Есть ,Есть,,Есть,200x100 ,,Есть,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Стерео,,Есть,Есть,Есть,,2.0,1.4,,Есть,,,Есть,Есть ,1.0,,,,,,1.0,,Есть ,189 см,73 см,,,,,,,,16:9,"PAL, SECAM",2.0,2 х 7 Вт,,Direct LED,60 Гц ,,,,,,Есть,,,,178 °,178 ° ,,,,,,200 кд/м² ,,8 мс,,,1400:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Telefunken TF-LED32S72T2",8 700 р.,0.0,0.0,Беларусь,1 год,,60 Вт,"31.5"" (80 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,,,Есть,,,Есть ,Есть,Есть,,100x100 ,,Есть,,Есть,DVB-C ,NICAM стерео,,Есть,,Есть,,2.0,,,Есть,,,Есть,Есть ,2.0,,,,1.0,,1.0,,Есть ,48 см,73 см,,,,,,,,16:9,PAL,2.0,20 Вт,,,50 Гц ,,,,,2.0,,,,,176 °,176 ° ,,,,,,200 кд/м² ,,,,,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,Есть,,,,,,,,
"Ultra HD (4K) LED телевизор 58"" Telefunken TF-LED58S05T2SU",32 190 р.,0.0,0.0,Беларусь,1 год,Android TV,,"58"" (147.3 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,Есть ,Есть,Есть ,Есть,,,,,,,Есть,"DVB-C, DVB-T2 ",NICAM стерео,,Есть,,Есть,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,16 Вт,,Direct LED,60 Гц ,,,,1.5 ГБ,2.0,,4.0,,,178 °,178 ° ,,,,,CA53,250 кд/м² ,,6.5 мс,,,5000:01,8 ГБ,,,Android 11,,,,ARM,,,,,,,,,,,,Есть,,,,,,Есть,1.5 ГГц,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Harper 55U660TS",30 490 р.,0.0,0.0,Россия,1 год,Android TV,,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,,Есть ,Есть,Есть,,,Есть,,,Есть,"DVB-C, DVB-T, DVB-T2 ",NICAM/A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:9,"NTSC, PAL, SECAM",2.0,2 x 8 Вт,,Direct LED,60 Гц ,,,,8 ГБ,2.0,,,Есть,VA,178 °,178 ° ,,Есть,,Есть,Cortex-A53,300 кд/м² ,,8 мс,,,200000:1,1.5 ГБ,,,9.0,,UHD 4K,Есть,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Haier 55 Smart TV S1",29 990 р.,0.0,0.0,Китай,1 год,Android TV,120 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",NICAM стерео,20 Вт,Есть,Есть,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,,,Direct LED,60 Гц ,,,,,,,,Есть,,178 °,178 ° ,,,Есть,Есть,,300 кд/м² ,,6.5 мс,,,6000:1,,,,11,,UHD 4K,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 75"" Hisense 75A7GQ",109 999 р.,5.0,3.0,Китай,1 год,,250 Вт,"75"" (190.5 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,400x300 ,Есть,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Atmos,,Есть,Есть,,,4.0,2.1,,,,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,81.3 см,129.3 см,,,,,,,,16:9,,2.0,2х15 Вт,,,60 Гц ,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 42"" Econ EX-43FS005B",15 790 р.,0.0,0.0,Россия,1 год,,,"42"" (106.7 см) ",LED ,1920x1080 Пикс (Full HD) ,,Есть ,Есть ,Голосом ,,,,Есть ,,,,200x200 ,Есть,Есть,,Есть,"DVB-C, DVB-T2 ",,,,,,,3.0,,,Есть,,,Есть,Есть ,1.0,Есть ,,Есть ,,,,,Есть ,58.9 см,95.4 см,19.2 см,54.6 см,95.4 см,7.6 см,,,,16:9,,2.0,2x8 Вт,,,60 Гц ,,,MKV,,,,,,IPS,178 °,178 ° ,,,,,,300 кд/м² ,120000:1,8 мс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 24"" Starwind SW-LED24BG202 Slim Design",6 690 р.,5.0,3.0,Беларусь,1 год,,25 Вт,"24"" (61 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,,,Есть,,Есть,Есть ,Есть,Есть,,200x100 ,,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,Есть,,,,2.0,,,,,,,Есть ,1.0,,,,1.0,,,,Есть ,,,,33.26 см,55.929 см,8.63 см,3 кг,,,16:9,,2.0,4 Вт,,,60 Гц ,,,,,2.0,,,,,178 °,178 ° ,,Есть,,,,200 кд/м² ,,11.5 мс,,,3000:1,,,Есть,,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Samsung UE43AU7100UXCE",38 990 р.,0.0,0.0,Россия,1 год,Tizen,69 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,Есть ,Есть,,Есть,Есть,Есть,200x200 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,3.0,2.0,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,16:9,"PAL, SECAM",,20 Вт,,,60 Гц ,,,,,,Есть,,,,,,,,,Есть,,,,,,,,,,,,,UHD Processor 4K 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Thomson T32RTE1310",10 190 р.,0.0,0.0,Россия,1 год,,48 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,Есть,Есть,Есть,100x100 ,,Есть,,,"DVB-C, DVB-T, DVB-T2 ",,,,,,,2.0,1.4,,,,,,Есть ,2.0,,,,1.0,,,,Есть ,47.6 см,72.6 см,17.9 см,43.1 см,,,,,,16:9,"NTSC, PAL, SECAM",2.0,20 Вт,,Direct LED,60 Гц ,Есть,,,,,,,,,178 °,178 ° ,,,,,,300 кд/м² ,,6.5 мс,,,3000:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Hisense 32A4H",13 290 р.,5.0,1.0,Китай,1 год,Android TV,39 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,Есть ,Есть ,Есть ,,Есть,,Есть,,Есть,Есть,Есть,100x200 ,,,,Есть,"DVB-T, DVB-T2 ",DTS Virtual X,,,,,,2.0,,,,Есть,,Есть,Есть ,2.0,Есть ,,Есть ,,,,,Есть ,47.7 см,,,,,,,,,16:9,,2.0,12 Вт,,,60 Гц ,Есть,,,,,,,Есть,,178 °,178 ° ,,,,,,250 кд/м² ,,8.5 мс,,,3000:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 50"" Hisense 50E7HQ",34 890 р.,0.0,0.0,Китай,1 год,VIDAA,120 Вт,"50"" (127 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,,,,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",DTS Virtual-X,,Есть,,,,3.0,,,,Есть,,,,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,16 Вт,,Direct LED,60 Гц ,,,"AVI, MKV, JPEG, WMA, MPEG4",,2.0,,,Есть,VA,178 °,178 ° ,,,,Есть,Quad Core/MT9602,250 кд/м² ,,,,,3800:1,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Sony KD-50X80K",76 990 р.,0.0,0.0,Малайзия,1 год,Android TV,115 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,200x200 ,,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ","Dolby Atmos, DTS",,Есть,,,,4.0,2.1,,,,,,Есть ,2.0,Есть ,Есть,Есть ,1.0,,,,Есть ,71.5 см,,,,,,,,,16:9,,2.0,20 Вт,,,60 Гц ,,Есть,,16 ГБ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" LG NanoCell 43NANO766QA",38 190 р.,0.0,0.0,Польша,1 год,WebOS,130 Вт,"43"" (109.2 см) ",NanoCell ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,,200x200 ,,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound Pro,20 Вт,,,,,3.0,,,,,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,16:9,,2.0,2х10 Вт,,Direct LED,60 Гц ,,,,,2.0,,,,,178 °,178 ° ,,,Есть,,α5 V поколения 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 55"" Grundig 55 GOB 9290",159 999 р.,4.0,25.0,Турция,1 год,Android TV,101 Вт,"55"" (139.7 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,,,Есть,Есть,Есть,Есть,"DVB-S, DVB-C2, DVB-T2 ",Dolby Atmos,,,,,,3.0,2.1,,,,,,Есть ,2.0,,Есть,Есть ,,,,,Есть ,77.5 см,122.8 см,30.4 см,,,,,,,,"PAL, SECAM",,20 Вт,25 кг,,60 Гц ,,,,,,,,,,,,,,,Есть,,,,,,,,,,,Android 11.0,,UHD 4K 1000,,,,,,,Dolby Vision,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 65"" Grundig 65 GOB 9290",199 999 р.,5.0,10.0,Турция,1 год,Android TV,140 Вт,"65"" (165.1 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,,,Есть,Есть,Есть,Есть,"DVB-S, DVB-C2, DVB-T2 ",Dolby Atmos,,,,,,3.0,2.1,,,,,,Есть ,2.0,,Есть,Есть ,,,,,Есть ,90 см,144.9 см,35.2 см,,,,,,,,"PAL, SECAM",,20 Вт,31 кг,,60 Гц ,,,,,,,,,,,,,,,Есть,,,,,,,,,,,Android 11.0,,UHD 4K 1000,,,,,,,Dolby Vision,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 43"" Samsung QE43LS05TAU",69 999 р.,5.0,1.0,Вьетнам,1 год,Tizen,125 Вт,"43"" (109.2 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,Есть,Есть,Есть,,Есть,Есть,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,3.0,2.0,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",,40 Вт,,,60 Гц ,,,,,,,,,,,,,,,Есть,Квантовый процессор 4K,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" LG 65UQ91009LD",79 999 р.,5.0,3.0,Китай,1 год,WebOS,,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,,,Есть,,,,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound Pro,,,,,,3.0,2.0,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,,2.0,20 Вт,,Direct LED,60 Гц ,,Есть,,,2.0,,4.0,,IPS,178 °,178 ° ,,Есть,,Есть,,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,Есть,,,,,,
"Ultra HD (4K) QNED телевизор 55"" LG 55QNED7S6QA",76 799 р.,5.0,3.0,Китай,1 год,WebOS,154 Вт,"55"" (139.7 см) ",QNED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,,Голосом ,,,,,,,Есть,400x400 ,Есть,Есть,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,4.0,2.0,,,,,,Есть ,1.0,Есть ,Есть,Есть ,,,,,Есть ,75.4 см,122.7 см,33.6 см,,,,,,Черный ,16:9,,2.0,,,,60 Гц ,,Есть,,,2.0,,,,IPS,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" Samsung UE65BU8500U",88 499 р.,5.0,2.0,Россия,1 год,Tizen,118 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,,,Есть,400x300 ,,Есть,,,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,3.0,2.0,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,89.75 см,145.17 см,29.02 см,,,,,,,16:9,,2.0,2 x 10 Вт,,,50 Гц ,,,,,2.0,Есть,,,,,,,Есть,,,Crystal Processor 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) Neo QLED телевизор 65"" Samsung QE65QN90BAU",199 999 р.,5.0,2.0,Россия,1 год,Tizen,212 Вт,"65"" (165.1 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,400x300 ,Есть,Есть,,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Audio,,,,,,4.0,2.1,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,89.14 см,144.63 см,,,,,,,,,,,60 Вт,,,100 Гц ,,,,,,,,,,,,,Есть,,Есть,,,,,,,,,,,,,Neo Quantum Processor 4K 4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) Neo QLED телевизор 75"" Samsung QE75QN85BAU",249 999 р.,5.0,3.0,Россия,1 год,Tizen,167 Вт,"75"" (190.5 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,400x400 ,Есть,,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Audio,60 Вт,,,,,4.0,2.1,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,101.98 см,167 см,31.35 см,,,,,,,16:9,,,,,,100 Гц ,,,,,,,,,,,,,,,,Neo Quantum Processor 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Samsung UE43CU7100U",39 999 р.,5.0,3.0,Вьетнам,1 год,Tizen,70 Вт,"43"" (109.2 см) ",Crystal UHD ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,,,Есть,200x200 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,20 Вт,,,,,3.0,,,,Есть,,,Есть ,1.0,Есть ,Есть,Есть ,,,,,Есть ,62.8 см,96.4 см,19.3 см,55.9 см,96.4 см,5.96 см,,,,,,,,,,60 Гц ,,,,,,,,,,,,,,,,Crystal 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 75"" Samsung UE75CU7100U",117 999 р.,5.0,4.0,Вьетнам,1 год,Tizen,134 Вт,"75"" (190.5 см) ",Crystal UHD ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,,,Есть,400x400 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,20 Вт,,,,,3.0,,,,Есть,,,Есть ,1.0,Есть ,Есть,Есть ,,,,,Есть ,104.8 см,167.3 см,34.1 см,95.8 см,167.3 см,5.99 см,,,,,,,,,,60 Гц ,,,,,,,,,,,,,,,,Crystal 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 85"" Samsung UE85CU8000U",209 999 р.,5.0,2.0,Вьетнам,1 год,Tizen,204 Вт,"85"" (215.9 см) ",Crystal UHD ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,,,Есть,600x400 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,20 Вт,,,,,3.0,,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,113.2 см,190.1 см,39.5 см,108.6 см,190.1 см,2.7 см,,,,,,,,,,100 Гц ,,,,,,,,,,,,,,,,Quantum 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (8K) Neo QLED телевизор 65"" Samsung QE65QN900CU",509 999 р.,5.0,3.0,Вьетнам,1 год,Tizen,275 Вт,"65"" (165.1 см) ",Neo QLED ,7680x4320 Пикс (8K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,400x300 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",,90 Вт,,,,,4.0,,,,Есть,,,Есть ,3.0,Есть ,Есть,Есть ,,,,,Есть ,89.3 см,143.3 см,26.7 см,,,,,,,,,,,,,120 Гц ,,,,,,,,,,,,,,,,Quantum 8K,,,,,,,,,,,,,,,,,,,,,,Есть ,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Sony KD-50X75K AF1",59 999 р.,0.0,0.0,Китай,1 год,Android TV,80 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,,,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Audio,,Есть,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"PAL, SECAM",2.0,2х10 Вт,,Direct LED,50 Гц ,Есть,,"MP3, AVI, JPEG, WMA, MPEG4",16 ГБ,2.0,,4.0,,,178 °,178 ° ,Есть,Есть,,,4K Processor X1™,,,,1.0,,,,,,11.0,,Motionflow™ XR,,,,,,,,,,,,,,,,,,,,,,,X-ANTI REFLECTION,,,,,
"Ultra HD (4K) QNED MiniLED телевизор 75"" LG 75QNED916PA",154 999 р.,0.0,0.0,Россия,1 год,WebOS,313 Вт,"75"" (190.5 см) ",QNED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,,,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Ultra Surround,40 Вт,Есть,,,,4.0,2.1,,,Есть,,,Есть ,3.0,Есть ,Есть,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,Mini LED,120 Гц ,,Есть,,,2.2,,,Есть,,,,,,Есть,Есть,,,,,,,,,,,,,,,,,,,,,,,Есть ,2х10 Вт,,,,,,,,,,,,,,,,,
"LED телевизор 40"" Econ EX-40FS009B",15 590 р.,0.0,0.0,Россия,1 год,Android TV,,"40"" (101.6 см) ",LED ,1920x1080 Пикс (Full HD) ,,Есть ,Есть ,,,,,Есть ,,,Есть,200x200 ,,,Есть,Есть,"DVB-C, DVB-T2 ",,,,,,,2.0,2.0,,,,,Есть,Есть ,2.0,Есть ,,Есть ,,,,,Есть ,57 см,91 см,,,,,,,,16:9,,2.0,16 Вт,,,60 Гц ,,,MKV,8 ГБ,,,,,,178 °,178 ° ,,,,,,300 кд/м² ,120000:1,6 мс,,,,1 ГБ,,,Android 9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 43"" Harper 43F720TS",21 290 р.,3.0,1.0,Россия,1 год,Android TV,64 Вт,"43"" (109.2 см) ",LED ,1920x1080 Пикс (Full HD) ,Есть ,Есть ,Есть ,,Есть,Есть ,,Есть ,Есть,Есть,,,,,Есть,,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",,,,,,Есть,2.0,1.4,,,,,Есть,,,,,,,,,,,,,,,,,,,,16:9,"NTSC, PAL, SECAM",2.0,16 Вт,,Direct LED,60 Гц ,,,"MP3, MKV, JPEG, MPEG4",8 ГБ,,,,,VA,178 °,178 ° ,,Есть,,,Mali-470,250 кд/м² ,,8 мс,,,90000:1,1 ГБ,,,Official Google Android 9.0,,,Есть,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,
